,Unnamed: 0,Island,Station ID,latitude,longitude,height_geoid,height_ell,Precision,obsG,gamma,G_disturbance,terrain_effect,topo_free_disturbance
117,125,Tenerife,944013,28.34083333333333,-16.755277777777778,922.926,969.8362,0.05,979220.24,978897.913696532,322.3263034679694,75.70359788731012,246.62270558065927
118,126,Tenerife,944015,28.335833333333333,-16.75888888888889,983.6342,1030.596,,979208.24,978878.7898728327,329.45012716727797,82.03414896153213,247.41597820574583
119,127,Tenerife,944016,28.33277777777778,-16.75638888888889,1037.9027,1084.9299,0.05,979196.66,978861.795854529,334.86414547101595,86.50907828147794,248.355067189538
120,128,Tenerife,944017,28.33138888888889,-16.765833333333333,1057.0431,1104.013,0.05,979193.08,978855.8035183296,337.2764816703275,89.21338364852537,248.06309802180212
121,129,Tenerife,944018,28.330277777777777,-16.775555555555556,1071.0409,1117.9419,0.05,979191.77,978851.422357695,340.34764230507426,90.35740112782229,249.99024117725196
122,130,Tenerife,944020,28.33,-16.785833333333336,1071.3737,1118.1871,,979193.24,978851.3257535575,341.9142464424949,89.80198416482253,252.1122622776724
123,131,Tenerife,944021,28.325,-16.793333333333337,1122.1484,1168.9414,0.05,979184.74,978835.2901244211,349.44987557886634,95.22040542027052,254.2294701585958
124,132,Tenerife,944022,28.31833333333333,-16.796944444444446,1133.7563,1180.5819,0.05,979186.5,978831.1960762817,355.303923718282,96.71081239618304,258.593111322099
125,133,Tenerife,945001,28.375833333333333,-16.586666666666666,383.035,430.0254,0.05,979328.22,979067.1299848169,261.0900151830865,18.838194499056105,242.2518206840304
126,134,Tenerife,945002,28.375833333333333,-16.59111111111111,420.5004,467.4787,0.05,979318.5,979055.5713211301,262.92867886985186,22.69276083390836,240.2359180359435
127,135,Tenerife,945003,28.37333333333333,-16.589166666666664,468.6877,515.7183,0.05,979308.42,979040.4953573729,267.92464262712747,27.37036129998813,240.55428132713934
128,136,Tenerife,945004,28.37361111111111,-16.594166666666666,522.2105,569.2226,0.05,979295.02,979024.0048109107,271.0151890893467,30.61944067794169,240.39574841140498
129,137,Tenerife,945006,28.37833333333333,-16.59638888888889,508.1089,555.0251,0.05,979295.9,979028.7427453345,267.15725466550793,28.574730277266024,238.58252438824192
